,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
5082,0.0,0.01,0.02,0.01,0.035,0.94,0.01,0.007857142857142858,0.0,0.0,0.0
5083,0.0,0.045,0.05,0.05,0.18,0.092,0.0,0.01,0.01,0.0,0.04
5084,0.0,0.01,0.18,0.03,0.08,0.05,0.0,0.1,0.0,0.0,0.01
5085,0.01,0.01,0.47,0.03,0.025,0.01,0.02,0.0,0.03,0.02,0.02
5086,0.0,0.0,0.77,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0
5087,0.02,0.045,0.04333333333333333,0.06,0.055,0.02,0.01,0.016666666666666666,0.02,0.01,0.05
5088,0.0,0.0,0.02,0.01,0.03,0.0,0.0,0.01,0.91,0.0,0.0
5089,0.0025,0.02,0.07333333333333333,0.08733333333333335,0.06,0.01,0.025,0.05,0.27,0.03,0.0
5090,0.0,0.01,0.08,0.03,0.02,0.09,0.0,0.0,0.0,0.0,0.0
5091,0.0,0.05666666666666667,0.19,0.03,0.06,0.03,0.03,0.02,0.02,0.01,0.16
5092,0.01,0.05,0.09,0.092,0.07,0.04,0.01,0.02,0.0,0.0,0.005
5093,0.01,0.005,0.07,0.05,0.03,0.21966666666666665,0.02,0.02,0.0,0.0,0.01
5094,0.02,0.025,0.11,0.03,0.044500000000000005,0.03,0.01,0.0,0.03,0.02,0.0275
5095,0.0,0.01,0.02,0.01,0.03,0.01,0.0,0.0,0.0,0.0,0.0
5096,0.0,0.0,0.06,0.04,0.01,0.0,0.0,0.0,0.03,0.03,0.01
5097,0.03,0.03,0.09,0.065,0.065,0.03,0.003333333333333333,0.05333333333333334,0.05,0.01,0.03
5098,0.025,0.12666666666666665,0.03,0.14066666666666666,0.07,0.06,0.016,0.025,0.04,0.0,0.06
5099,0.0,0.04,0.06,0.05333333333333333,0.08,0.11,0.0,0.03,0.01,0.0,0.01
5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0
5101,0.011666666666666667,0.03,0.03,0.03,0.03,0.01583333333333333,0.0,0.02,0.03,0.0,0.03
5102,0.02,0.0,0.03,0.05,0.06,0.02,0.0,0.0,0.01,0.0,0.04
5103,0.015,0.005,0.2,0.11833333333333335,0.06,0.07,0.03,0.01,0.01,0.01,0.03
5104,0.04,0.055,0.09,0.062,0.03,0.05,0.0,0.01,0.0,0.02,0.0
5105,0.0,0.016666666666666666,0.08,0.017,0.06,0.02,0.0,0.025,0.43,0.02,0.02
5106,0.0,0.0525,0.15,0.065,0.14400000000000002,0.07,0.0,0.02,0.04,0.0,0.05
5107,0.0,0.0,0.065,0.006666666666666666,0.09,0.06,0.0,0.02,0.0,0.0,0.0
5108,0.0,0.03,0.2,0.02583333333333333,0.07200000000000001,0.01,0.01,0.002857142857142857,0.01,0.02,0.03
5109,0.0,0.04,0.08,0.13083333333333333,0.03,0.09,0.0,0.005,0.0,0.0,0.0
5110,0.0,0.0,0.18,0.035,0.07,0.02,0.01,0.06,0.0,0.03,0.01
5111,0.01,0.052000000000000005,0.15007142857142858,0.0575,0.08,0.06,0.04,0.0,0.01,0.0,0.01
5112,0.09,0.0,0.11,0.12,0.09,0.03,0.02,0.03,0.0,0.0,0.0
5113,0.04766666666666666,0.03916666666666666,0.042833333333333334,0.87,0.0675,0.0425,0.0,0.0,0.04,0.01,0.01
5114,0.015,0.08642857142857142,0.17916666666666667,0.11633333333333333,0.03,0.01,0.0,0.0,0.02,0.0,0.0
5115,0.02,0.01,0.03,0.035,0.03,0.0,0.0,0.0,0.85,0.0,0.0
5116,0.04,0.03333333333333333,0.11,0.07333333333333333,0.08,0.04,0.0,0.07,0.01,0.01,0.1
5117,0.0,0.0,0.11,0.06,0.15,0.36,0.0,0.0,0.0,0.0,0.0
5118,0.05099999999999999,0.86,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5119,0.0,0.01,0.02,0.01,0.05,0.06,0.01,0.01,0.0,0.0,0.0
5120,0.0,0.03,0.04,0.026000000000000002,0.0,0.01,0.05,0.02,0.0,0.0,0.01
5121,0.01,0.06,0.49,0.04666666666666666,0.14,0.17,0.01,0.02,0.0,0.02,0.0
5122,0.0,0.05,0.38,0.08,0.09,0.04,0.01,0.025,0.01,0.01,0.01
5123,0.0,0.0875,0.1125,0.1,0.23,0.12,0.0,0.04,0.0,0.0,0.0
5124,0.01,0.0,0.06,0.01,0.13,0.04,0.0,0.0,0.0,0.0,0.0
5125,0.0,0.0,0.07,0.02,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
5126,0.0,0.054333333333333324,0.03,0.028452380952380955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5127,0.01,0.01,0.02,0.08,0.12,0.09,0.01,0.03,0.01,0.01,0.0
5128,0.0,0.08666666666666668,0.13133333333333333,0.27466666666666667,0.13,0.0,0.0,0.0,0.0,0.03,0.01
5129,0.0,0.02,0.01,0.016666666666666666,0.0,0.0,0.0,0.003333333333333333,0.87,0.0,0.0
5130,0.03,0.02,0.08,0.07666666666666667,0.05833333333333333,0.07,0.02,0.04333333333333334,0.06,0.0,0.02
5131,0.0,0.05,0.48,0.02,0.15,0.18,0.0,0.01,0.0,0.0,0.01
5132,0.03666666666666667,0.03833333333333333,0.11333333333333333,0.05,0.05333333333333334,0.07,0.02,0.0175,0.0,0.0,0.02
5133,0.0,0.005,0.0,0.03,0.02,0.0,0.03,0.02,0.0,0.0,0.0
5134,0.02,0.01,0.06333333333333332,0.62,0.03,0.0,0.01,0.02,0.0,0.0,0.025
5135,0.01,0.016,0.01,0.025,0.08333333333333331,0.02,0.01,0.0,0.03,0.01,0.005
5136,0.0,0.04,0.1,0.02,0.01,0.025,0.0,0.0,0.0,0.0,0.0
5137,0.03,0.07200000000000001,0.07,0.09333333333333332,0.13,0.02,0.01,0.0225,0.02,0.0,0.06
5138,0.02,0.0725,0.035,0.125,0.056666666666666664,0.02,0.03,0.04333333333333333,0.02,0.01,0.01
5139,0.0,0.0,0.4,0.01,0.09449999999999999,0.02,0.0,0.0,0.0,0.01,0.0
5140,0.03,0.02,0.13,0.04,0.07,0.09,0.0,0.0475,0.05,0.02,0.02
5141,0.02,0.05,0.03,0.7833333333333333,0.04,0.08666666666666666,0.0,0.03,0.01,0.0,0.0
5142,0.0,0.0,0.01,0.04,0.11,0.09,0.0,0.0,0.0,0.0,0.0
5143,0.015,0.145,0.05,0.7525,0.02,0.006666666666666666,0.01,0.065,0.0,0.01,0.05
5144,0.03,0.43333333333333335,0.0,0.97,0.0,0.01,0.0,0.0,0.0,0.0,0.0
5145,0.0,0.03,0.12,0.07416666666666666,0.02,0.01,0.0,0.0,0.0,0.05,0.0
5146,0.0,0.02,0.1125,0.01,0.07,0.06,0.02,0.0,0.01,0.0,0.0
5147,0.01,0.01,0.01,0.015,0.05,0.04,0.02,0.0,0.0,0.01,0.0
5148,0.0,0.0,0.11,0.06,0.15,0.37,0.0,0.01,0.0,0.0,0.0
5149,0.02,0.04333333333333333,0.11,0.08433333333333333,0.19166666666666668,0.01,0.01,0.031,0.02,0.01,0.01
5150,0.01,0.02,0.05,0.01,0.2,0.13,0.02,0.04,0.01,0.0,0.0
5151,0.0,0.003333333333333333,0.11,0.094,0.02,0.06,0.01,0.02,0.01,0.0,0.0
5152,0.0,0.07,0.23,0.07,0.10166666666666666,0.06,0.0,0.0,0.0,0.0,0.02
5153,0.0,0.01,0.03,0.0,0.01,0.0,0.0,0.0,0.98,0.0,0.0
5154,0.0,0.0,0.0,0.0,0.8870401404151402,0.0,0.0,0.0,0.0,0.0,0.0
5155,0.01,0.016666666666666666,0.02,0.0,0.01,0.0,0.0,0.0,0.97,0.0,0.0
5156,0.01,0.04,0.07333333333333333,0.08916666666666666,0.04,0.04666666666666666,0.0,0.03,0.06,0.01,0.03
5157,0.01,0.02,0.19666666666666666,0.03976190476190476,0.03,0.01,0.0,0.05,0.04,0.02,0.02
5158,0.03,0.002857142857142857,0.08900000000000001,0.04,0.04,0.02333333333333333,0.01,0.01,0.02,0.01,0.08
5159,0.0,0.02,0.62,0.02,0.01,0.02,0.04,0.01,0.01,0.0,0.01
5160,0.0,0.03833333333333334,0.11,0.06,0.065,0.1,0.0,0.0,0.01,0.01,0.0
5161,0.0,0.03,0.02,0.0,0.0,0.0,0.01,0.0025,0.01,0.0,0.02
5162,0.045,0.10585317460317459,0.0525,0.3179761904761904,0.03,0.17400000000000002,0.01,0.025,0.09,0.0,0.04
5163,0.05,0.09,0.1,0.105,0.02,0.04,0.01,0.0225,0.01,0.01,0.0
5164,0.0,0.035,0.08,0.0975,0.08333333333333331,0.07,0.02,0.02,0.0,0.0,0.0
5165,0.0,0.05,0.365,0.06,0.06333333333333332,0.056666666666666664,0.01,0.01,0.01,0.0,0.02
5166,0.0,0.025,0.27,0.03,0.05,0.06,0.0,0.02,0.01,0.0,0.0
5167,0.026000000000000002,0.02,0.17,0.04,0.0696774193548387,0.03,0.0,0.0,0.01,0.0,0.02
5168,0.0,0.03,0.26,0.05333333333333334,0.132,0.04,0.01,0.03,0.01,0.0,0.0
5169,0.0,0.04,0.08,0.01,0.22,0.13,0.0,0.0,0.01,0.06,0.01
5170,0.0,0.06,0.135,0.025,0.04,0.04,0.003333333333333333,0.045,0.11,0.0,0.07
5171,0.006666666666666666,0.14,0.175,0.08666666666666666,0.13,0.06,0.0,0.01,0.03,0.02,0.01
5172,0.0,0.01,0.04,0.035,0.02,0.02,0.0,0.04,0.94,0.0,0.0
5173,0.02,0.04,0.09,0.16166666666666665,0.1475,0.12,0.01,0.03333333333333333,0.01,0.0,0.01
5174,0.0,0.01,0.05,0.026666666666666665,0.03333333333333333,0.03,0.0,0.013333333333333332,0.17,0.0,0.01
5175,0.0,0.02,0.02,0.12,0.02,0.03,0.0,0.01,0.28,0.0,0.01
5176,0.01,0.0,0.07,0.02,0.05,0.25,0.0,0.0,0.0,0.0,0.01
5177,0.0,0.0,0.08,0.016666666666666666,0.43,0.275,0.01,0.0,0.0,0.0,0.01
5178,0.01,0.0,0.04,0.03,0.17,0.15333333333333332,0.01,0.04,0.0,0.0,0.0
5179,0.01,0.06,0.04,0.05,0.07,0.18,0.0,0.01,0.0,0.0,0.0
5180,0.02,0.01,0.05,0.01,0.1,0.05333333333333333,0.01,0.01,0.01,0.01,0.0
5181,0.0,0.064,0.05,0.03,0.03,0.06,0.02,0.04,0.0,0.0,0.01
5182,0.013999999999999999,0.06,0.10666666666666666,0.09833333333333333,0.08,0.03,0.02,0.02,0.03,0.02,0.03
5183,0.01,0.027999999999999997,0.05666666666666667,0.04,0.07,0.03,0.0,0.0,0.56,0.0,0.0
5184,0.02,0.03,0.22,0.08,0.06,0.05,0.0,0.01,0.0,0.0,0.02
5185,0.0,0.0075,0.18,0.03666666666666667,0.0325,0.04,0.0,0.0,0.0,0.0,0.0
5186,0.0,0.0,0.04,0.01,0.02,0.02,0.0,0.0,0.93,0.01,0.0
5187,0.0,0.02,0.03,0.02,0.19,0.13,0.0,0.03,0.0,0.0,0.01
5188,0.01,0.0,0.04,0.01,0.09,0.05,0.0,0.09,0.01,0.0,0.0
5189,0.0,0.01,0.19,0.0,0.06,0.01,0.02,0.02,0.0,0.02,0.02
5190,0.0,0.01,0.315,0.01,0.04333333333333333,0.04,0.0,0.0,0.0,0.0,0.0
5191,0.01,0.018333333333333333,0.015,0.03,0.02,0.0,0.01,0.0,0.01,0.0,0.0
5192,0.01,0.1675,0.33,0.07,0.32,0.01,0.0,0.07,0.0,0.01,0.0
5193,0.0,0.0,0.04,0.0,0.14,0.095,0.0,0.02,0.0,0.0,0.0
5194,0.0,0.0,0.04,0.005,0.3,0.24,0.0,0.01,0.0,0.0,0.0
5195,0.016666666666666666,0.04,0.16,0.075,0.09333333333333334,0.05,0.01,0.01,0.01,0.01,0.0
5196,0.03,0.14,0.07666666666666667,0.135,0.05333333333333333,0.02,0.04,0.0,0.01,0.01,0.03
5197,0.01,0.0475,0.4733333333333334,0.0675,0.03,0.03,0.0,0.0,0.02,0.0,0.0
5198,0.03,0.01,0.023333333333333334,0.013000000000000001,0.1691666666666667,0.07333333333333333,0.01,0.01,0.0,0.0,0.01
5199,0.01,0.02,0.07,0.05,0.02,0.0,0.0,0.01,0.89,0.0,0.0
5200,0.0,0.06,0.05,0.04,0.07,0.02333333333333333,0.0,0.0,0.0,0.0,0.0
5201,0.01,0.02,0.07400000000000001,0.07,0.0625,0.01,0.0,0.02,0.01,0.0,0.0
5202,0.0,0.013333333333333332,0.16,0.74,0.02,0.0,0.0,0.69,0.0,0.01,0.02
5203,0.0,0.02,0.025,0.03333333333333333,0.01,0.01,0.0,0.01,0.75,0.0,0.01
5204,0.0,0.03,0.11,0.05,0.075,0.02,0.0,0.01,0.03,0.0,0.02
5205,0.0,0.0225,0.03333333333333333,0.01,0.06,0.04,0.0,0.0,0.0,0.0,0.0
5206,0.01,0.03,0.05333333333333334,0.04,0.03,0.02,0.0,0.0,0.31,0.0,0.0
5207,0.0,0.03333333333333333,0.4899285714285715,0.01,0.0,0.0,0.0,0.02,0.0,0.02,0.01
5208,0.01,0.05,0.575,0.065,0.05,0.01,0.01,0.02,0.0,0.0,0.02
5209,0.01,0.05833333333333334,0.08,0.08266666666666665,0.015,0.054000000000000006,0.0,0.01,0.01,0.01,0.01
5210,0.01,0.0,0.01,0.02,0.38,0.07,0.0,0.0,0.0,0.0,0.0
5211,0.0,0.05,0.05,0.01,0.04,0.08,0.0,0.04,0.0,0.0,0.03
5212,0.04,0.03,0.09583333333333333,0.165,0.035833333333333335,0.06,0.02,0.0,0.05,0.0,0.04
5213,0.01,0.03,0.01,0.02,0.41,0.55,0.0,0.01,0.0,0.0,0.0
5214,0.0,0.0,0.09666666666666668,0.01,0.13,0.12,0.01,0.0,0.0,0.0,0.0
5215,0.0,0.02,0.05,0.019,0.01,0.02,0.01,0.0,0.09,0.01,0.0
5216,0.0,0.01,0.1,0.06,0.05,0.05,0.0,0.0,0.0,0.01,0.0
5217,0.0,0.03,0.22,0.05866666666666667,0.0625,0.06,0.035,0.04,0.11,0.01,0.02
5218,0.01,0.03,0.07,0.06333333333333332,0.08,0.095,0.04,0.035,0.01,0.05,0.02
5219,0.01,0.2,0.15333333333333335,0.15833333333333333,0.333,0.04733333333333333,0.02333333333333333,0.025,0.0,0.01,0.0
5220,0.0,0.01,0.03,0.04,0.02,0.02,0.0,0.003333333333333333,0.88,0.0,0.02
5221,0.01,0.01,0.09,0.0,0.19666666666666666,0.4,0.0,0.0,0.0,0.0,0.0
5222,0.01,0.01,0.1,0.006666666666666666,0.02,0.01,0.0,0.08,0.0,0.0,0.01
5223,0.0,0.06,0.066,0.045,0.105,0.04166666666666666,0.0,0.02,0.0,0.0,0.02
5224,0.03,0.43333333333333335,0.0,0.97,0.0,0.01,0.0,0.0,0.0,0.0,0.0
5225,0.0,0.03,0.01,0.07,0.06833333333333334,0.01,0.0,0.01,0.0,0.0,0.01
5226,0.01,0.02,0.08,0.01,0.03,0.03,0.03,0.0,0.03,0.01,0.02
5227,0.03,0.025,0.07,0.06,0.01,0.02,0.02,0.01,0.01,0.01,0.085
5228,0.0,0.01,0.027999999999999997,0.02,0.01,0.0,0.0,0.01,0.8,0.0,0.0
5229,0.0,0.0,0.04,0.01,0.16,0.3,0.0,0.01,0.0,0.0,0.01
5230,0.03,0.05,0.102,0.065,0.07,0.03,0.005,0.03,0.02,0.04,0.08
5231,0.0,0.04,0.09,0.02,0.4366666666666667,0.41,0.0,0.02,0.0,0.0,0.14
5232,0.03,0.01,0.13,0.10550000000000001,0.09,0.06333333333333332,0.01,0.02,0.0,0.0,0.02
5233,0.0,0.01,0.02,0.01,0.03,0.04,0.02,0.0,0.0,0.0,0.03
5234,0.016666666666666666,0.02,0.1,0.075,0.023333333333333334,0.02,0.0,0.0,0.3,0.0,0.0
5235,0.0,0.10404761904761903,0.07976190476190476,0.07,0.02,0.02,0.0,0.01,0.0,0.0,0.0
5236,0.0,0.01,0.05,0.0,0.2,0.10833333333333334,0.0,0.03,0.0,0.0,0.0
5237,0.0,0.03,0.42,0.05,0.02,0.08,0.01,0.06,0.01,0.0,0.01
5238,0.0,0.085,0.12166666666666666,0.13333333333333333,0.06,0.025,0.015,0.03,0.01,0.0,0.0
5239,0.0,0.0,0.02,0.006,0.02,0.04,0.0,0.02,0.0,0.0,0.0
5240,0.015,0.07333333333333333,0.21,0.07166666666666667,0.07,0.0665,0.0,0.02,0.02,0.05,0.0
5241,0.01,0.05,0.10333333333333332,0.04,0.03666666666666667,0.03,0.0,0.05,0.04,0.0,0.03
5242,0.01,0.015,0.065,0.075,0.015,0.06833333333333333,0.0,0.06,0.01,0.0,0.01
5243,0.0,0.03,0.0,0.66,0.03,0.01,0.0,0.0,0.0,0.0,0.0
5244,0.0,0.0,0.1,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.01
5245,0.0,0.0,0.06,0.02,0.03,0.0,0.0,0.02,0.0,0.0,0.03
5246,0.02,0.04,0.056666666666666664,0.045,0.03,0.04,0.03,0.01,0.01,0.0,0.03
5247,0.0,0.0,0.14,0.01,0.09,0.02,0.01,0.0,0.0,0.01,0.0
5248,0.01,0.03,0.09,0.055,0.04,0.06,0.0,0.06333333333333332,0.01,0.02,0.03
5249,0.0,0.08,0.03,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0
5250,0.0,0.01,0.03,0.024,0.0,0.0,0.0,0.0,0.37,0.0,0.01
5251,0.0,0.09,0.3,0.125,0.03,0.016666666666666666,0.02,0.03,0.01,0.0,0.01
5252,0.0,0.0,0.0,0.006666666666666666,0.01,0.005,0.0,0.0,0.93,0.02,0.01
5253,0.0,0.02,0.01,0.028999999999999998,0.01,0.01,0.0,0.0,0.98,0.0,0.01
5254,0.01,0.0,0.01,0.06,0.04,0.02,0.05,0.0,0.0,0.03,0.0
5255,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0
5256,0.02,0.29,0.8,0.02428571428571429,0.04,0.0,0.0,0.04,0.0,0.0,0.0
5257,0.03,0.01,0.14,0.11166666666666666,0.0325,0.02,0.01,0.0075,0.05,0.02,0.01
5258,0.0,0.01,0.04,0.01,0.06,0.02,0.0,0.0,0.01,0.01,0.0
5259,0.0,0.01,0.13,0.05,0.04333333333333333,0.03,0.0,0.0325,0.03,0.03,0.0
5260,0.0,0.0,0.32,0.01,0.25,0.06,0.0,0.0,0.0,0.0,0.0
5261,0.02,0.04,0.06,0.038000000000000006,0.025,0.01,0.01,0.0,0.89,0.01,0.0
5262,0.02,0.035,0.12416666666666666,0.095,0.09,0.07,0.02,0.026666666666666665,0.0,0.01,0.0
5263,0.016666666666666666,0.075,0.15666666666666665,0.04,0.085,0.03,0.0,0.01,0.08,0.0,0.02
5264,0.0,0.01,0.05,0.0,0.01,0.01,0.0,0.0,0.1,0.01,0.0
5265,0.02,0.065,0.04833333333333334,0.03,0.14,0.115,0.01,0.03,0.01,0.0,0.01
5266,0.03,0.41766666666666663,0.03,0.46733333333333327,0.35997619047619056,0.0225,0.01,0.01,0.01,0.0,0.0
5267,0.0,0.02,0.08,0.016666666666666666,0.18,0.115,0.0,0.0,0.0,0.01,0.0
5268,0.0,0.0,0.0,0.02,0.08,0.06,0.0,0.0,0.0,0.01,0.0
5269,0.01,0.03,0.05,0.03,0.13,0.1,0.005,0.0,0.0,0.0,0.0
5270,0.0,0.005,0.09333333333333332,0.1916666666666667,0.0,0.01,0.0,0.0,0.0,0.0,0.0
5271,0.0,0.0,0.6024166666666666,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0
5272,0.01,0.0,0.6,0.035,0.06333333333333334,0.0,0.0,0.0,0.02,0.0,0.0
5273,0.01,0.01,0.18600000000000003,0.0575,0.08818181818181818,0.0,0.0,0.005,0.0,0.0,0.0
5274,0.01,0.06,0.07,0.02333333333333333,0.22,0.085,0.22366666666666668,0.02,0.0,0.0,0.01
5275,0.0,0.01,0.01,0.01,0.025,0.15,0.0,0.0,0.0,0.0,0.0
5276,0.0,0.0,0.09,0.02,0.11,0.14,0.0,0.0,0.0,0.0,0.0
5277,0.02,0.05666666666666667,0.1025,0.06,0.03,0.02,0.0,0.0,0.03,0.01,0.02
5278,0.0,0.01,0.07,0.04,0.15,0.23,0.0,0.0,0.0,0.0,0.02
5279,0.02,0.01,0.07,0.3443333333333333,0.09,0.09,0.01,0.0,0.01,0.0,0.01
5280,0.0,0.01,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5281,0.0,0.0,0.08,0.02,0.02,0.01,0.0,0.01,0.0,0.0,0.06
5282,0.01,0.045,0.1383333333333333,0.10166666666666666,0.10400000000000001,0.04,0.03,0.01,0.0,0.0,0.01
5283,0.0,0.005,0.03,0.0,0.1,0.3,0.01,0.0,0.0,0.0,0.0
5284,0.005,0.003333333333333333,0.0,0.01,0.02,0.03,0.02,0.0,0.0,0.0,0.01
5285,0.01,0.02,0.12,0.03666666666666667,0.14,0.05,0.0,0.05,0.05,0.01,0.02
5286,0.01,0.035,0.1,0.02,0.12,0.05,0.0,0.02333333333333333,0.03,0.0,0.06
5287,0.035,0.08,0.0875,0.07666666666666667,0.11666666666666665,0.035,0.0,0.045,0.0,0.03,0.03
5288,0.025,0.01,0.08333333333333331,0.08,0.055,0.08,0.02333333333333333,0.02,0.05,0.01,0.02
5289,0.0,0.0,0.03,0.0,0.24,0.03,0.0,0.02,0.0,0.0,0.0
5290,0.0,0.024166666666666666,0.07,0.03,0.08,0.02,0.0,0.01,0.02,0.02,0.0
5291,0.0,0.0,0.24,0.01,0.11,0.04,0.03,0.0,0.0,0.0,0.0
5292,0.0,0.01,0.03,0.0,0.02,0.02,0.01,0.0,0.92,0.0,0.0
5293,0.01,0.0,0.0,0.0,0.05,0.03,0.0,0.01,0.0,0.0,0.0
5294,0.0,0.0,0.01,0.0,0.14,0.07,0.0,0.01,0.0,0.0,0.0
5295,0.05,0.0,0.15,0.03833333333333334,0.03,0.01,0.0,0.0,0.02,0.01,0.02
5296,0.01,0.01,0.06,0.01,0.07,0.04,0.0,0.02,0.0,0.02,0.0
5297,0.0,0.09,0.04,0.04,0.08,0.095,0.0,0.03,0.0,0.0,0.0
5298,0.0,0.0,0.08,0.03,0.25,0.16,0.0,0.01,0.0,0.0,0.0
5299,0.0,0.16,0.7633333333333333,0.09,0.15,0.013999999999999999,0.01,0.03,0.0,0.0,0.01
5300,0.0,0.0,0.15,0.024,0.0925,0.04,0.0,0.05,0.01,0.0,0.0
5301,0.0,0.03,0.38,0.02,0.02,0.01,0.0,0.01,0.0,0.01,0.0
5302,0.015,0.11442857142857144,0.075,0.7491666666666668,0.0225,0.02,0.0,0.02,0.01,0.0,0.01
5303,0.01,0.035,0.16,0.035,0.05,0.18,0.02,0.01,0.04,0.0,0.21
5304,0.44,0.0,0.08199999999999999,0.06666666666666667,0.05,0.02,0.03,0.06,0.06,0.03,0.07
5305,0.01,0.01,0.0925,0.02,0.01,0.01,0.01,0.0,0.86,0.0,0.015
5306,0.0,0.23,0.17,0.23,0.15,0.0,0.01,0.01,0.0,0.0,0.02
5307,0.0,0.0,0.13,0.0,0.0,0.03,0.0,0.0,0.01,0.03,0.0
5308,0.0,0.0,0.02,0.0,0.275,0.04,0.0,0.0,0.0,0.0,0.0
5309,0.01,0.0,0.08,0.013333333333333332,0.02,0.02,0.0,0.0,0.92,0.0,0.01
5310,0.03,0.02,0.06666666666666667,0.04,0.01,0.07,0.0,0.04,0.0,0.0,0.0
5311,0.02,0.0,0.06,0.04,0.06,0.06,0.03,0.0,0.04,0.0,0.05
5312,0.01,0.3965000000000001,0.04833333333333333,0.3631666666666667,0.03166666666666666,0.0,0.02,0.02,0.02,0.0,0.005
5313,0.01,0.03,0.13,0.06,0.05,0.03,0.01,0.0,0.0,0.0,0.085
5314,0.0,0.02,0.07,0.023333333333333334,0.02,0.01,0.01,0.0,0.0,0.01,0.0
5315,0.05333333333333334,0.14,0.15833333333333333,0.154,0.07,0.01,0.0,0.04,0.0,0.0,0.0
5316,0.01,0.02,0.095,0.03666666666666667,0.08,0.04,0.0,0.02,0.03,0.0,0.03
5317,0.0,0.0,0.01,0.03,0.01,0.01,0.0,0.0,0.37,0.0,0.01
5318,0.01,0.01,0.05,0.045,0.185,0.12,0.0,0.01,0.01,0.0,0.0
5319,0.0,0.01,0.06,0.0,0.13,0.1,0.0,0.0,0.01,0.0,0.0
5320,0.0,0.02,0.3516666666666666,0.015,0.0,0.0,0.02,0.0,0.0,0.0,0.0
5321,0.0,0.0,0.06,0.04,0.07,0.02,0.0,0.0,0.0,0.0,0.0
5322,0.03,0.02,0.03,0.02,0.045,0.01,0.0,0.01,0.82,0.0,0.0
5323,0.0,0.013333333333333332,0.027999999999999997,0.02,0.01,0.37,0.0,0.0,0.0,0.0,0.0
5324,0.0,0.0,0.02,0.015,0.02,0.03,0.0,0.0,0.0,0.0,0.0
5325,0.02,0.0375,0.045,0.04816666666666666,0.08583333333333334,0.05,0.0075,0.01,0.01,0.0,0.0
5326,0.0,0.02,0.015,0.06333333333333332,0.14333333333333334,0.03,0.02,0.03,0.0,0.0,0.03
5327,0.01,0.01,0.09,0.03,0.02,0.0,0.0,0.0075,0.48,0.0,0.0
5328,0.0,0.005,0.13333333333333333,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.01
5329,0.01,0.02,0.02,0.0,0.01,0.03,0.0,0.0,0.93,0.0,0.0
5330,0.01,0.01,0.1,0.02,0.46,0.02,0.02,0.01,0.02,0.01,0.0
5331,0.0,0.04,0.0675,0.06666666666666667,0.05,0.03,0.0911111111111111,0.01,0.0,0.0,0.0
5332,0.0,0.02,0.18,0.04,0.03,0.0,0.01,0.0,0.0,0.12,0.0
5333,0.0,0.04,0.04,0.028333333333333332,0.02,0.0,0.0,0.0,0.91,0.0,0.003333333333333333
5334,0.0,0.03,0.345,0.04,0.04,0.03,0.0,0.0,0.0,0.0,0.0
5335,0.01,0.20666666666666664,0.03333333333333333,0.04,0.02,0.1,0.0,0.01,0.01,0.0,0.0
5336,0.01,0.06,0.06,0.09785714285714285,0.06,0.05,0.015,0.025,0.03,0.04,0.07
5337,0.0937857142857143,0.039749999999999994,0.5653333333333332,0.17610714285714288,0.04666666666666667,0.0,0.01,0.01,0.01,0.0,0.01
5338,0.01,0.04,0.09,0.085,0.05,0.03333333333333333,0.0,0.0,0.03,0.0,0.027142857142857146
5339,0.02,0.045,0.17,0.02,0.05,0.06,0.01,0.01,0.01,0.02,0.023333333333333334
5340,0.01,0.07,0.31133333333333335,0.085,0.3,0.04,0.01,0.02,0.02,0.0,0.0
5341,0.08683333333333333,0.028333333333333335,0.13528571428571431,0.2175,0.05,0.1175,0.0,0.10916666666666666,0.0,0.01,0.02
5342,0.0,0.01,0.01,0.0475,0.0,0.0,0.0,0.0,0.0,0.01,0.0
5343,0.0,0.0,0.105,0.08,0.04,0.026666666666666665,0.01,0.03,0.0,0.01,0.02
5344,0.0,0.02,0.02,0.02,0.03,0.07,0.0,0.0,0.02,0.0,0.0
5345,0.01,0.0,0.01,0.03,0.24,0.43,0.0,0.03,0.0,0.0,0.0
5346,0.0,0.005,0.11199999999999999,0.01,0.02,0.0,0.02,0.0,0.0,0.0,0.01
5347,0.03,0.0,0.08,0.01,0.32,0.1366666666666667,0.0,0.01,0.0,0.0,0.0
5348,0.0,0.02,0.06,0.02,0.33,0.6,0.0,0.01,0.0,0.0,0.0
5349,0.02,0.03,0.11,0.065,0.05,0.01,0.0,0.04,0.0,0.0,0.0
5350,0.02,0.125,0.2,0.115,0.11,0.03,0.01,0.007142857142857143,0.01,0.0,0.07
